"Import template should contain a Header and atleast one row.","الگوی درون‌بُرد باید حاوی سرصفحه و حداقل یک ردیف باشد."
"Import timed out, please re-try.","زمان درون‌بُرد تمام شد، لطفاً دوباره امتحان کنید."
"Importing {0} is not allowed.","درون‌بُرد {0} مجاز نیست."
"Importing {0} of {1}","در حال درون‌بُرد {0} از {1}"
"Importing {0} of {1}, {2}","در حال درون‌بُرد {0} از {1}، {2}"
"In","که در"
"In Days","در روزهای"
"In Filter","در فیلتر"
"In Global Search","در جستجوی سراسری"
"In Grid View","در نمای شبکه"
"In List Filter","در لیست فیلتر"
"In List View","در نمای فهرست"
"In Minutes","به دقیقه"
"In Preview","در پیش نمایش"
"In Progress","در حال پیش رفت"
"In Read Only Mode","در حالت فقط خواندن"
"In Reply To","در پاسخ به"
"In Standard Filter","در فیلتر استاندارد"
"In points. Default is 9.","در نقاط. پیش‌فرض 9 است."
"In seconds","بر حسب ثانیه"
"Inactive","غیر فعال"
"Inbox","صندوق ورودی"
"Inbox User","کاربر صندوق ورودی"
"Include Name Field","شامل فیلد نام"
"Include Search in Top Bar","شامل جستجو در نوار بالا"
"Include Theme from Apps","شامل تم از برنامه ها"
"Include Web View Link in Email","پیوند مشاهده وب را در ایمیل اضافه کنید"
"Include filters","شامل فیلترها"
"Include indentation","شامل تورفتگی"
"Include symbols, numbers and capital letters in the password","نمادها، اعداد و حروف بزرگ را در گذرواژه قرار دهید"
"Incoming (POP/IMAP) Settings","تنظیمات ورودی (POP/IMAP)."
"Incoming Emails (Last 7 days)","ایمیل های دریافتی (7 روز گذشته)"
"Incoming Server","سرور ورودی"
"Incoming Settings","تنظیمات ورودی"
"Incoming email account not correct","حساب ایمیل ورودی صحیح نیست"
"Incomplete Virtual Doctype Implementation","پیاده‌سازی Virtual Doctype ناقص"
"Incomplete login details","جزئیات ورود ناقص"
"Incorrect Configuration","پیکربندی نادرست"
"Incorrect URL","URL نادرست است"
"Incorrect User or Password","کاربر یا گذرواژه نادرست"
"Incorrect Verification code","کد تأیید نادرست"
"Incorrect value in row {0}:","مقدار نادرست در ردیف {0}:"
"Incorrect value:","مقدار نادرست:"
"Index","فهرست مطالب"
"Index Web Pages for Search","فهرست صفحات وب برای جستجو"
"Indexing authorization code","کد مجوز نمایه سازی"
"Indexing refresh token","در حال نمایه سازی refresh token"
"Indicator","شاخص"
"Indicator Color","رنگ نشانگر"
"Indicator color","رنگ نشانگر"
"Info","اطلاعات"
"Info:","اطلاعات:"
"Initial Sync Count","تعداد همگام سازی اولیه"
"InnoDB","InnoDB"
"Insert","درج"
"Insert Above","درج در بالا"
"Insert After","درج بعد"
"Insert After cannot be set as {0}","Insert After را نمی‌توان به عنوان {0} تنظیم کرد"
"Insert After field '{0}' mentioned in Custom Field '{1}', with label '{2}', does not exist","درج بعد از فیلد «{0}» ذکر شده در فیلد سفارشی «{1}»، با برچسب «{2}»، وجود ندارد"
"Insert Below","درج در زیر"
"Insert Column Before {0}","درج ستون قبل از {0}"
"Insert Image in Markdown","درج تصویر در Markdown"
"Insert New Records","درج رکوردهای جدید"
"Insert Style","درج سبک"
"Install {0} from Marketplace","{0} را از Marketplace نصب کنید"
"Installed Application","برنامه نصب شده"
"Installed Applications","برنامه های نصب شده"
"Installed Apps","برنامه های نصب شده"
"Instructions","دستورالعمل"
"Instructions Emailed","دستورالعمل ها ایمیل شد"
"Insufficient Permission Level for {0}","سطح مجوز ناکافی برای {0}"
"Insufficient Permission for {0}","مجوز ناکافی برای {0}"
"Insufficient Permissions for deleting Report","مجوزهای ناکافی برای حذف گزارش"
"Insufficient Permissions for editing Report","مجوزهای ناکافی برای ویرایش گزارش"
"Insufficient attachment limit","محدودیت پیوست ناکافی"
"Int","عدد صحیح"
"Integration Request","درخواست ادغام"
"Integrations","یکپارچه سازی‌ها"
"Integrations can use this field to set email delivery status","ادغام ها می‌توانند از این فیلد برای تنظیم وضعیت تحویل ایمیل استفاده کنند"
"Inter","اینتر"
"Interests","علاقمندی ها"
"Intermediate","حد واسط"
"Internal Server Error","خطای داخلی سرور"
"Internal record of document shares","رکورد داخلی اشتراک گذاری‌ های اسناد"
"Intro","مقدمه"
"Intro Video URL","URL ویدیوی معرفی"
"Introduce your company to the website visitor.","شرکت خود را به بازدیدکنندگان وب سایت معرفی کنید."
"Introduction","معرفی"
"Introduction to Website","معرفی وب سایت"
"Introductory information for the Contact Us Page","اطلاعات مقدماتی برای صفحه تماس با ما"
"Introspection URI","URI درون نگری"
"Invalid","بی اعتبار"
"Invalid \""""depends_on\"""" expression","عبارت \""""depends_on\"""" نامعتبر است"
"Invalid \""""depends_on\"""" expression set in filter {0}","عبارت \""""depends_on\"""" نامعتبر تنظیم شده در فیلتر {0}"
"Invalid \""""mandatory_depends_on\"""" expression","عبارت \""""mandatory_depends_on\"""" نامعتبر است"
"Invalid Action","اقدام نامعتبر"
"Invalid CSV Format","قالب CSV نامعتبر است"
"Invalid Code. Please try again.","کد نامعتبر. لطفا دوباره امتحان کنید."
"Invalid Condition: {}","شرایط نامعتبر: {}"
"Invalid Credentials","گواهی نامه نامعتبر"
"Invalid Date","تاریخ نامعتبر است"
"Invalid DocType","DocType نامعتبر است"
"Invalid DocType: {0}","DocType نامعتبر: {0}"
"Invalid Fieldname","نام فیلد نامعتبر است"
"Invalid File URL","URL فایل نامعتبر است"
"Invalid Filter Value","مقدار فیلتر نامعتبر است"
"Invalid Home Page","صفحه اصلی نامعتبر است"
"Invalid Link","پیوند نامعتبر"
"Invalid Login Token","توکن ورود نامعتبر است"
"Invalid Login. Try again.","ورود نامعتبر دوباره امتحان کنید."
"Invalid Mail Server. Please rectify and try again.","سرور ایمیل نامعتبر است. لطفاً اصلاح کنید و دوباره امتحان کنید."
"Invalid Naming Series: {}","سری نام‌گذاری نامعتبر: {}"
"Invalid Operation","عملیات نامعتبر"
"Invalid Option","گزینه نامعتبر"
"Invalid Outgoing Mail Server or Port: {0}","سرور یا درگاه ایمیل خروجی نامعتبر: {0}"
"Invalid Output Format","فرمت خروجی نامعتبر است"
"Invalid Parameters.","پارامترهای نامعتبر"
"Invalid Password","گذرواژه نامعتبر"
"Invalid Phone Number","شماره تلفن نامعتبر"
"Invalid Request","درخواست نامعتبر"
"Invalid Search Field {0}","فیلد جستجوی نامعتبر {0}"
"Invalid Table Fieldname","نام فیلد جدول نامعتبر است"
"Invalid Transition","انتقال نامعتبر است"
"Invalid URL","URL نامعتبر است"
"Invalid User Name or Support Password. Please rectify and try again.","نام کاربری یا گذرواژه پشتیبانی نامعتبر است. لطفاً اصلاح کنید و دوباره امتحان کنید."
"Invalid Values","مقادیر نامعتبر"
"Invalid Webhook Secret","راز Webhook نامعتبر است"
"Invalid aggregate function","تابع تجمیع نامعتبر است"
"Invalid column","ستون نامعتبر است"
"Invalid docstatus","docstatus نامعتبر است"
"Invalid expression set in filter {0}","عبارت نامعتبر تنظیم شده در فیلتر {0}"
"Invalid expression set in filter {0} ({1})","عبارت نامعتبر تنظیم شده در فیلتر {0} ({1})"
"Invalid field name {0}","نام فیلد نامعتبر {0}"
"Invalid fieldname '{0}' in autoname","نام فیلد \""""{0}\"""" در نام خودکار نامعتبر است"
"Invalid file path: {0}","مسیر فایل نامعتبر: {0}"
"Invalid filter: {0}","فیلتر نامعتبر: {0}"
"Invalid json added in the custom options: {0}","json نامعتبر اضافه شده در گزینه‌های سفارشی: {0}"
"Invalid name type (integer) for varchar name column","نوع نام نامعتبر (عدد صحیح) برای ستون نام varchar"
"Invalid naming series {}: dot (.) missing","سری نام‌گذاری نامعتبر {}: نقطه (.) وجود ندارد"
"Invalid or corrupted content for import","محتوای نامعتبر یا خراب برای درون‌بُرد"
"Invalid redirect regex in row #{}: {}","Regex تغییر مسیر نامعتبر در ردیف #{}: {}"
"Invalid request arguments","آرگومان های درخواست نامعتبر"
"Invalid template file for import","فایل الگو برای درون‌بُرد نامعتبر است"
"Invalid token state! Check if the token has been created by the OAuth user.","حالت توکن نامعتبر! بررسی کنید که آیا توکن توسط کاربر OAuth ایجاد شده است."
"Invalid username or password","نام کاربری یا گذرواژه نامعتبر است"
"Invalid values for fields:","مقادیر نامعتبر برای فیلدها:"
"Invalid wkhtmltopdf version","نسخه wkhtmltopdf نامعتبر است"
"Invalid {0} condition","شرط {0} نامعتبر است"
"Inverse","معکوس"
"Invite as User","دعوت به عنوان کاربر"
"Is","است"
"Is Active","فعال است"
"Is Attachments Folder","پوشه پیوست است"
"Is Calendar and Gantt","تقویم و گانت است"
"Is Child Table","جدول فرزند است"
"Is Complete","کامل است"
"Is Completed","تکمیل شده است"
"Is Custom","سفارشی است"
"Is Custom Field","فیلد سفارشی است"
"Is Default","آیا پیش فرض"
"Is Dynamic URL?","آیا URL پویا است؟"
"Is Folder","پوشه است"
"Is Global","سراسری است"
"Is Hidden","پنهان است"
"Is Home Folder","پوشه خانه است"
"Is Mandatory Field","فیلد اجباری است"
"Is Optional State","حالت اختیاری است"
"Is Primary","اصلی است"
"Is Primary Contact","تماس اصلی است"
"Is Primary Mobile","موبایل اصلی است"
"Is Primary Phone","تلفن اصلی است"
"Is Private","خصوصی است"
"Is Public","عمومی است"
"Is Published Field","حوزه منتشر شده است"
"Is Published Field must be a valid fieldname","فیلد منتشر شده است باید یک نام فیلد معتبر باشد"
"Is Query Report","گزارش پرسمان است"
"Is Remote Request?","آیا درخواست از راه دور است؟"
"Is Single","مجرد است"
"Is Skipped","رد شده است"
"Is Spam","اسپم است"
"Is Standard","استاندارد است"
"Is Submittable","قابل ارسال است"
"Is System Generated","سیستم تولید شده است"
"Is Table","جدول است"
"Is Table Field","فیلد جدول است"
"Is Tree","درخت است"
"Is Unique","منحصر به فرد است"
"Is Virtual","مجازی است"
"It is risky to delete this file: {0}. Please contact your System Manager.","حذف این فایل خطرناک است: {0}. لطفا با مدیر سیستم خود تماس بگیرید."
"Item Label","برچسب آیتم"
"Item Type","نوع آیتم"
"Item cannot be added to its own descendants","آیتم را نمی‌توان به فرزندان خود اضافه کرد"
"JS","JS"
"JS Message","پیام JS"
"JSON","JSON"
"JSON Request Body","بدنه درخواست JSON"
"Jane Doe","جین دو"
"JavaScript","جاوا اسکریپت"
"JavaScript Format: frappe.query_reports['REPORTNAME'] = {}","قالب جاوا اسکریپت: frappe.query_reports['REPORTNAME'] = {}"
"Javascript","جاوا اسکریپت"
"Javascript is disabled on your browser","جاوا اسکریپت بر روی مرورگر شما غیر فعال شده است"
"Jinja","جینجا"
"Job ID","شناسه کار"
"Job Id","شناسه کار"
"Job Info","اطلاعات شغلی"
"Job Name","اسم شغل"
"Job Status","وضعیت شغلی"
"Job Stopped Successfully","کار با موفقیت متوقف شد"
"Job is not running.","کار در حال اجرا نیست"
"Join video conference with {0}","پیوستن به کنفرانس ویدیویی با {0}"
"Jump to field","پرش به فیلد"
"K","K"
"Kanban","کانبان"
"Kanban Board","Kanban و انجمن"
"Kanban Board Column","ستون نمودار کانبان"
"Kanban Board Name","نام نمودار کانبان"
"Kanban Settings","تنظیمات کانبان"
"Kanban View","نمای کانبان"
"Keep track of all update feeds","تمام فیدهای به روز رسانی را پیگیری کنید"
"Keeps track of all communications","تمام ارتباطات را پیگیری می‌کند"
"Key","کلید"
"Keyboard Shortcuts","میانبرهای صفحه کلید"
"Keycloak","Keycloak"
"Kh","Kh"
"Knowledge Base","دانش محور"
"Knowledge Base Contributor","مشارکت کننده پایگاه دانش"
"Knowledge Base Editor","ویرایشگر پایگاه دانش"
"L","L"
"LDAP Auth","احراز هویت LDAP"
"LDAP Custom Settings","تنظیمات سفارشی LDAP"
"LDAP Email Field","فیلد ایمیل LDAP"
"LDAP First Name Field","فیلد نام LDAP"
"LDAP Group","گروه LDAP"
"LDAP Group Field","فیلد گروه LDAP"
"LDAP Group Mapping","نگاشت گروه LDAP"
"LDAP Group Mappings","نگاشت گروه LDAP"
"LDAP Group Member attribute","ویژگی عضو گروه LDAP"
"LDAP Last Name Field","فیلد نام خانوادگی LDAP"
"LDAP Middle Name Field","فیلد نام میانی LDAP"
"LDAP Mobile Field","فیلد موبایل LDAP"
"LDAP Not Installed","LDAP نصب نشده است"
"LDAP Phone Field","فیلد تلفن LDAP"
"LDAP Search String","رشته جستجوی LDAP"
"LDAP Search String must be enclosed in '()' and needs to contian the user placeholder {0}, eg sAMAccountName={0}","رشته جستجوی LDAP باید در «()» محصور شود و باید متغیر کاربر {0} را ادامه دهد، به عنوان مثال sAMAccountName={0}"
"LDAP Search and Paths","جستجو و مسیرهای LDAP"
"LDAP Security","امنیت LDAP"
"LDAP Server Settings","تنظیمات سرور LDAP"
"LDAP Server Url","آدرس سرور LDAP"
"LDAP Settings","تنظیمات LDAP"
"LDAP User Creation and Mapping","ایجاد و نگاشت کاربر LDAP"
"LDAP Username Field","فیلد نام کاربری LDAP"
"LDAP is not enabled.","LDAP فعال نیست."
"LDAP search path for Groups","مسیر جستجوی LDAP برای گروه‌ها"
"LDAP search path for Users","مسیر جستجوی LDAP برای کاربران"
"LDAP settings incorrect. validation response was: {0}","تنظیمات LDAP نادرست است. پاسخ اعتبارسنجی این بود: {0}"
"Label","برچسب"
"Label Help","برچسب راهنما"
"Label and Type","برچسب و نوع"
"Label is mandatory","برچسب اجباری است"
"Landing Page","صفحه فرود"
"Landscape","چشم انداز"
"Language","زبان"
"Language Code","کد زبان"
"Language Name","نام زبان"
"Last 10 active users","آخرین 10 کاربر فعال"
"Last Active","آخرین فعالیت"
"Last Backup On","آخرین پشتیبان گیری در"
"Last Execution","آخرین اعدام"
"Last Heartbeat","آخرین ضربان قلب"
"Last IP","آخرین IP"
"Last Known Versions","آخرین نسخه های شناخته شده"
"Last Login","آخرین ورود"
"Last Modified Date","آخرین تاریخ اصلاح"
"Last Modified On","آخرین تغییر در"
"Last Month","ماه گذشته"
"Last Name","نام خانوادگی"
"Last Password Reset Date","آخرین تاریخ بازنشانی گذرواژه"
"Last Point Allocation Date","آخرین تاریخ تخصیص امتیاز"
"Last Quarter","سه ماهه آخر"
"Last Reset Password Key Generated On","آخرین بازنشانی کلید گذرواژه ایجاد شده در"
"Last Sync On","آخرین همگام سازی در"
"Last Synced On","آخرین همگام سازی شد"
"Last Updated By","آخرین به روز رسانی توسط"
"Last Updated On","آخرین بروز رسانی در تاریخ"
"Last User","آخرین کاربر"
"Last Week","هفته گذشته"
"Last Year","سال گذشته"
"Last synced {0}","آخرین همگام سازی {0}"
"Layout Reset","بازنشانی چیدمان"
"Layout will be reset to standard layout, are you sure you want to do this?","چیدمان به چیدمان استاندارد بازنشانی می‌شود، آیا مطمئن هستید که می‌خواهید این کار را انجام دهید؟"
"Leaderboard","تابلوی امتیازات"
"Learn about Standard and Custom Print Formats","با فرمت های چاپ استاندارد و سفارشی آشنا شوید"
"Learn about Web Pages","درباره صفحات وب بیاموزید"
"Learn how to add Custom Fields","با نحوه افزودن فیلدهای سفارشی آشنا شوید"
"Learn more","بیشتر بدانید"
"Learn more about Report Builders","درباره گزارش سازها بیشتر بیاموزید"
"Learn more about creating new DocTypes","درباره ایجاد DocType های جدید بیشتر بیاموزید"
"Leave blank to repeat always","برای تکرار همیشه خالی بگذارید"
"Leave this conversation","این گفتگو را ترک کنید"
"Ledger","دفتر کل"
"Left","چپ"
"Left Bottom","سمت چپ پایین"
"Left Center","مرکز چپ"
"Left this conversation","این گفتگو را ترک کرد"
"Legal","حقوقی"
"Length","طول"
"Length of passed data array is greater than value of maximum allowed label points!","طول آرایه داده ارسال شده بیشتر از مقدار حداکثر نقاط برچسب مجاز است!"
"Length of {0} should be between 1 and 1000","طول {0} باید بین 1 تا 1000 باشد"
"Less","کمتر"
"Less Than","کمتر از"
"Less Than Or Equal To","کمتر یا مساوی با"
"Let us continue with the onboarding","اجازه دهید به آشناسازی ادامه دهیم"
"Let's Get Started","بیا شروع کنیم"
"Let's Set Up Your Website.","بیایید وب سایت خود را راه‌اندازی کنیم."
"Let's avoid repeated words and characters","از کلمات و شخصیت های تکراری خودداری کنیم"
"Let's set up your account","بیایید حساب شما را تنظیم کنیم"
"Let's take you back to onboarding","بیایید شما را به آشناسازی برگردانیم"
"Letter","نامه"
"Letter Head","نامه سر"
"Letter Head Based On","سربرگ بر اساس"
"Letter Head Image","تصویر سربرگ"
"Letter Head Name","نام سربرگ"
"Letter Head Scripts","اسکریپت های سربرگ"
"Letter Head cannot be both disabled and default","Letter Head هم نمی‌تواند غیرفعال و هم پیش‌فرض باشد"
"Letter Head in HTML","سربرگ در HTML"
"Level","سطح"
"Level 0 is for document level permissions, higher levels for field level permissions.","سطح 0 برای مجوزهای سطح سند، سطوح بالاتر برای مجوزهای سطح فیلد است."
"Level Name","نام سطح"
"Library","کتابخانه"
"License","مجوز"
"License Type","نوع مجوز"
"Light","روشن"
"Light Blue","آبی کمرنگ"
"Light Color","رنگ روشن"
"Light Theme","تم روشن"
"Like","پسندیدن"
"Like limit","مانند حد"
"Like limit per hour","مانند محدودیت در ساعت"
"Like on {0}: {1}","پسندیدن در {0}: {1}"
"Liked","دوست داشت"
"Liked By","پسندیده شده توسط"
"Likes","دوست دارد"
"Limit","حد"
"Limit Number of DB Backups","تعداد محدود پشتیبان‌گیری از DB"
"Line","خط"
"Link Cards","کارت های پیوند"
"Link Count","تعداد پیوندها"
"Link Details","جزئیات پیوند"
"Link DocType","پیوند DocType"
"Link Document Type","نوع سند پیوند"
"Link Expired","لینک منقضی شده است"
"Link Field Results Limit","محدودیت نتایج فیلد پیوند"
"Link Fieldname","پیوند نام فیلد"
"Link Filters","فیلترهای پیوند"
"Link Name","نام پیوند"
"Link Title","عنوان پیوند"
"Link To","پیوند به"
"Link To in Row","پیوند به ردیف"
"Link Type","نوع پیوند"
"Link Type in Row","نوع لینک در ردیف"
"Link for About Us Page is \""""/about\"""".","پیوند صفحه درباره ما \""""/about\"""" است."
"Link that is the website home page. Standard Links (home, login, products, blog, about, contact)","پیوندی که صفحه اصلی وب سایت است. پیوندهای استاندارد (خانه، ورود، محصولات، وبلاگ، درباره، تماس)"
"Link to the page you want to open. Leave blank if you want to make it a group parent.","به صفحه ای که می‌خواهید باز کنید پیوند دهید. اگر می‌خواهید آن را به یک والد گروه تبدیل کنید، آن را خالی بگذارید."
"Linked","مرتبط"
"Linked Documents","اسناد مرتبط"
"Linked With","مرتبط با"
"Links","پیوندها"
"List","لیست"
"List / Search Settings","فهرست / تنظیمات جستجو"
"List Columns","لیست ستون ها"
"List Filter","فیلتر لیست"
"List Settings","تنظیمات لیست"
"List View","نمای لیست"
"List View Settings","تنظیمات مشاهده لیست"
"List a document type","یک نوع سند را فهرست کنید"
"List as [{\""""label\"""": _(\""""Jobs\""""), \""""route\"""":\""""jobs\""""}]","فهرست به عنوان [{\""""label\"""": _(\""""Jobs\""""), \""""route\"""":\""""jobs\""""}]"
"List of patches executed","لیست پچ های اجرا شده"
"Lists","لیست ها"
"Load Balancing","تعادل بار"
"Load More","بارگذاری بیشتر"
"Load More Communications","بارگیری ارتباطات بیشتر"
"Load more","بارگذاری بیشتر"
"Loading","بارگذاری"
"Loading Filters...","در حال بارگیری فیلترها..."
"Loading import file...","در حال بارگیری فایل درون‌بُرد..."
"Loading user profile","در حال بارگیری نمایه کاربر"
"Loading versions...","در حال بارگیری نسخه ها..."
"Loading...","در حال بارگذاری ..."
"Location","محل"
"Log","لاگ"
"Log Data","ثبت داده ها"
"Log DocType","لاگ DocType"
"Log In To {0}","ورود به {0}"
"Log Index","فهرست لاگ"
"Log Setting User","لاگ تنظیمات کاربر"
"Log Settings","تنظیمات لاگ"
"Log in to access this page.","برای دسترسی به این صفحه وارد شوید."
"Log out","خروج"
"Logged Out","از سیستم خارج شده است"
"Login","وارد شدن"
"Login After","ورود پس از"
"Login Before","ورود قبل از"
"Login Failed please try again","ورود ناموفق بود لطفا دوباره امتحان کنید"
"Login Id is required","شناسه ورود الزامی است"
"Login Methods","روش های ورود"
"Login Page","صفحه ورود"
"Login To {0}","ورود به {0}"
"Login Verification Code from {}","کد تأیید ورود از {}"
"Login and view in Browser","وارد شوید و در مرورگر مشاهده کنید"
"Login is required to see web form list view. Enable {0} to see list settings","ورود به سیستم برای مشاهده لیست فرم وب مورد نیاز است. برای مشاهده تنظیمات لیست، {0} را فعال کنید"
"Login link sent to your email","لینک ورود به ایمیل شما ارسال شد"
"Login not allowed at this time","ورود به سیستم در حال حاضر مجاز نیست"
"Login session expired, refresh page to retry","نشست ورود به سیستم منقضی شد، صفحه را برای امتحان مجدد بازخوانی کنید"
"Login to comment","برای نظر دادن وارد شوید"
"Login to start a new discussion","برای شروع یک بحث جدید وارد شوید"
"Login to {0}","ورود به {0}"
"Login token required","توکن ورود لازم است"
"Login with Email Link","با لینک ایمیل وارد شوید"
"Login with LDAP","با LDAP وارد شوید"
"Login with email link","با لینک ایمیل وارد شوید"
"Login with email link expiry (in minutes)","ورود با انقضای لینک ایمیل (بر حسب دقیقه)"
"Login with username and password is not allowed.","ورود با نام کاربری و گذرواژه مجاز نمی باشد."
"Login with {0}","ورود با {0}"
"Logout","خروج"
"Logout All Sessions","خروج از تمام نشست‌ها"
"Logout All Sessions on Password Reset","خروج از همه نشست‌ها با بازنشانی گذرواژه"
"Logout From All Devices After Changing Password","خروج از همه دستگاه ها پس از تغییر گذرواژه"
"Logs","لاگ ها"
"Logs To Clear","لاگ‌های مربوط به پاک کردن"
"Logs to Clear","لاگ ها برای پاک کردن"
"Long Text","متن طولانی"
"Looks like you didn't change the value","به نظر می رسد شما مقدار را تغییر نداده اید"
"Looks like you haven’t added any third party apps.","به نظر می‌رسد هیچ برنامه شخص ثالثی اضافه نکرده‌اید."
"Looks like you haven’t received any notifications.","به نظر می رسد هیچ اعلانی دریافت نکرده‌اید."
"Loving Frappe Framework?","آیا چارچوب Frappe را دوست دارید؟"
"Low","کم"
"M","M"
"MIT License","مجوز MIT"
"Main Section","بخش اصلی"
"Main Section (HTML)","بخش اصلی (HTML)"
"Main Section (Markdown)","بخش اصلی (Markdown)"
"Maintenance Manager","مدیر نگهداری و تعمیرات"
"Maintenance User","کاربر نگهداری"
"Major","عمده"
"Make \""""name\"""" searchable in Global Search","نام را در جستجوی سراسری قابل جستجو کنید"
"Make Attachments Public by Default","پیوست ها را به صورت پیش‌فرض عمومی‌کنید"
"Make sure to configure a Social Login Key before disabling to prevent lockout","برای جلوگیری از قفل کردن، قبل از غیرفعال کردن، حتماً یک کلید ورود به سیستم اجتماعی را پیکربندی کنید"
"Make use of longer keyboard patterns","از الگوهای صفحه کلید طولانی تر استفاده کنید"
"Make {0}","ساختن {0}"
"Makes the page public","صفحه را عمومی می‌کند"
"Manage third party apps","مدیریت برنامه های شخص ثالث"
"Manage your apps","برنامه های خود را مدیریت کنید"
"Mandatory","اجباری"
"Mandatory Depends On","اجباری بستگی دارد"
"Mandatory Depends On (JS)","اجباری وابسته به (JS)"
"Mandatory Information missing:","اطلاعات اجباری از دست رفته:"
"Mandatory field: set role for","فیلد اجباری: تعیین نقش برای"
"Mandatory field: {0}","فیلد اجباری: {0}"
"Mandatory fields required in table {0}, Row {1}","فیلدهای اجباری در جدول {0}، ردیف {1} مورد نیاز است"
"Mandatory fields required in {0}","فیلدهای اجباری مورد نیاز در {0}"
"Mandatory fields required:","فیلدهای اجباری مورد نیاز:"
"Mandatory:","اجباری:"
"Map","نقشه"
"Map Columns","نگاشت ستون ها"
"Map columns from {0} to fields in {1}","نگاشت ستون‌ها از {0} به فیلدها در {1}"
"Map route parameters into form variables. Example <code>/project/&lt;name&gt;</code>","پارامترهای مسیر را به متغیرهای فرم نگاشت. مثال <code>/project/&lt;name&gt;</code>"
"Mapping column {0} to field {1}","نگاشت ستون {0} به فیلد {1}"
"Margin Bottom","حاشیه پایین"
"Margin Left","حاشیه سمت چپ"
"Margin Right","حاشیه سمت راست"
"Margin Top","حاشیه بالا"
"MariaDB Variables","متغیرهای MariaDB"
"Mark all as read","همه را به عنوان خوانده شده علامت بزن"
"Mark as Read","به عنوان خوانده شده علامت بزن"
"Mark as Spam","علامت گذاری به عنوان هرزنامه"
"Mark as Unread","به عنوان \""""خوانده نشده\"""" علامت گذاری کن"
"Markdown","مارک داون"
"Markdown Editor","ویرایشگر Markdown"
"Marked As Spam","به عنوان هرزنامه علامت گذاری شده است"
"Marketing Campaign","کمپین بازاریابی"
"Master","استاد"
"Max 500 records at a time","حداکثر 500 رکورد در یک زمان"
"Max Attachments","حداکثر پیوست ها"
"Max File Size (MB)","حداکثر حجم فایل (MB)"
"Max Height","حداکثر ارتفاع"
"Max Length","بیشترین طول"
"Max Value","حداکثر ارزش"
"Max attachment size","حداکثر اندازه پیوست"
"Max auto email report per user","حداکثر گزارش ایمیل خودکار برای هر کاربر"
"Max width for type Currency is 100px in row {0}","حداکثر عرض برای نوع ارز 100 پیکسل در ردیف {0} است"
"Maximum","بیشترین"
"Maximum Attachment Limit of {0} has been reached for {1} {2}.","حداکثر محدودیت پیوست {0} برای {1} {2} رسیده است."
"Maximum Number of Fields","حداکثر تعداد فیلدها"
"Maximum Points","حداکثر امتیاز"
"Maximum attachment limit of {0} has been reached.","حداکثر محدودیت پیوست {0} رسیده است."
"Maximum points allowed after multiplying points with the multiplier value\n","حداکثر امتیاز مجاز پس از ضرب امتیاز با مقدار ضریب\n"
"Maximum {0} rows allowed","حداکثر {0} ردیف مجاز است"
"Me","من"
"Meaning of Submit, Cancel, Amend","معنی ارسال، لغو، اصلاح"
"Medium","متوسط"
"Meeting","ملاقات"
"Meets Condition?","شرایط را برآورده می‌کند؟"
"Members","اعضا"
"Memory Usage","استفاده از حافظه"
"Mention","اشاره"
"Mentions","اشاره می‌کند"
"Menu","منو"
"Merge with existing","ادغام با موجود"
"Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node","ادغام فقط بین گره گروه به گروه یا گره برگ به برگ امکان پذیر است"
"Message","پیام"
"Message (HTML)","پیام (HTML)"
"Message (Markdown)","پیام (Markdown)"
"Message Examples","نمونه پیام"
"Message ID","شناسه پیام"
"Message Parameter","پارامتر پیام"
"Message Sent","پیام های ارسال شده"
"Message Type","نوع پیام"
"Message clipped","پیام بریده شد"
"Message from server: {0}","پیام از سرور: {0}"
"Message not setup","پیام تنظیم نشده است"
"Message to be displayed on successful completion","پیامی که در صورت تکمیل موفقیت آمیز نمایش داده می‌شود"
"Message-id","شناسه پیام"
"Messages","پیام ها"
"Meta","متا"
"Meta Description","توضیحات متا"
"Meta Image","تصویر متا"
"Meta Tags","تگ‌های متا"
"Meta Title","عنوان متا"
"Meta title for SEO","عنوان متا برای سئو"
"Method","روش"
"Method is required to create a number card","روش برای ایجاد کارت شماره مورد نیاز است"
"Mid Center","مرکز میانی"
"Middle Name","نام پدر"
"Milestone","نقطه عطف"
"Milestone Tracker","Milestone Tracker"
"Minimum","کمترین"
"Minimum Password Score","حداقل امتیاز گذرواژه"
"Minor","جزئی"
"Misconfigured","اشتباه پیکربندی شده است"
"Missing DocType","DocType وجود ندارد"
"Missing Field","فیلد جا افتاده"
"Missing Fields","فیلدهای گمشده"
"Missing Filters Required","فیلترهای از دست رفته مورد نیاز است"
"Missing Permission","مجوز از دست رفته"
"Missing Value","مقدار از دست رفته"
"Missing Values Required","از دست رفتن ارزش های مورد نیاز"
"Mobile","سیار"
"Mobile No","موبایل بدون"
"Modal Trigger","ماشه مدال"
"Modified By","تغییر داده شده توسط"
"Module","ماژول"
"Module (for export)","ماژول (برای برون‌بُرد)"
"Module Def","ماژول Def"
"Module HTML","ماژول HTML"
"Module Name","نام ماژول"
"Module Onboarding","آشناسازی ماژول"
"Module Profile","نمایه ماژول"
"Module Profile Name","نام نمایه ماژول"
"Module onboarding progress reset","بازنشانی پیشرفت آشناسازی ماژول"
"Module to Export","ماژول برای برون‌بُرد"
